9,17,1985,1993,295.64,138.21,138.21,295.64
9,17,1984,1992,309.81,152.09,152.09,309.81
9,17,1983,1991,296.79,134.6,134.6,296.79
9,16,1983,1990,309.3,125.51,125.51,309.3
9,17,1981,1989,306.52,131.41,131.41,306.52
9,17,1980,1988,290.59,131.52,131.52,290.59
9,17,1979,1987,298.28,130.22,130.22,298.28
9,16,1979,1986,297.55,123.35,123.35,297.55
9,16,1978,1985,301.53,126.15,126.15,301.53
9,17,1976,1984,285.81,124.5,124.5,285.81
9,17,1975,1983,283.22,128.38,128.38,283.22
9,16,1975,1982,285.42,130.99,130.99,285.42
9,16,1974,1981,295.44,137.88,137.88,295.44
9,16,1973,1980,292.65,138.74,138.74,292.65
9,16,1972,1979,270.81,121.69,121.69,270.81
9,17,1970,1978,281.99,116.43,116.43,281.99
9,16,1970,1977,276.67,129.16,129.16,276.67
9,16,1969,1976,287.28,141.68,141.68,287.28
9,16,1968,1975,280.89,130.25,130.25,280.89
9,16,1967,1974,262.96,128.54,128.54,262.96
9,16,1966,1973,270.66,129.99,129.99,270.66
9,16,1965,1972,267.92,135.64,135.64,267.92
9,16,1964,1971,275.26,139.28,139.28,275.26
9,16,1963,1970,260.41,126.49,126.49,260.41
9,16,1962,1969,264.22,118.15,118.15,264.22
9,16,1961,1968,263.01,141.51,141.51,263.01
9,16,1960,1967,267.87,150.86,150.86,267.87
9,16,1959,1966,267.76,143.13,143.13,267.76
9,16,1958,1965,243.08,131.4,131.4,243.08
9,16,1957,1964,256.76,123.01,123.01,256.76
9,16,1956,1963,254.5,136.91,136.91,254.5
9,16,1955,1962,260.53,151.68,151.68,260.53
9,16,1954,1961,251.4,137.41,137.41,251.4
9,16,1953,1960,245.36,130.99,130.99,245.36
9,16,1952,1959,250.21,139.35,139.35,250.21
9,16,1951,1958,250.7,141.67,141.67,250.7
9,16,1950,1957,255.62,153.11,153.11,255.62
9,16,1949,1956,237.29,125.58,125.58,237.29
9,16,1948,1955,242.63,121.64,121.64,242.63
9,16,1947,1954,238.5,144.35,144.35,238.5
