5,9,1993,1997,1545,3438.7,3438.7,1545
5,9,17,1984,1285.2,3666.9,1121.2,1121.2
9,17,1983,1991,3414.4,1014.5,1014.5,3414.4
5,9,16,1983,1226.4,3720.6,1107.5,1107.5
9,16,1982,1989,3538.2,1103.1,1103.1,3538.2
9,17,1980,1988,3581.7,1042,1042,3581.7
9,17,1979,1987,3426.1,1035.4,1035.4,3426.1
9,16,1979,1986,3743.3,1029.3,1029.3,3743.3
9,16,1978,1985,3705.3,1262.4,1262.4,3705.3
9,16,1977,1984,3635.8,1215.8,1215.8,3635.8
9,17,1975,1983,3635.6,1240.5,1240.5,3635.6
9,17,1974,1982,3608,1147.9,1147.9,3608
9,16,1974,1981,3758.7,1440.8,1440.8,3758.7
9,16,1973,1980,3670.9,1257.3,1257.3,3670.9
9,16,1972,1979,3796.9,1087.7,1087.7,3796.9
9,16,1971,1978,3599.3,1178.3,1178.3,3599.3
9,16,1970,1977,3841.8,1439.9,1439.9,3841.8
9,16,1969,1976,3753.1,1548.8,1548.8,3753.1
9,16,1968,1975,3725.2,1491.1,1491.1,3725.2
9,16,1967,1974,3570.2,1420.8,1420.8,3570.2
9,16,1966,1973,3754.8,1424.8,1424.8,3754.8
9,16,1965,1972,3829.9,1678.9,1678.9,3829.9
9,16,1964,1971,3715.3,1657.3,1657.3,3715.3
9,16,1963,1970,3656.2,1441.1,1441.1,3656.2
9,16,1962,1969,3603.1,1532.2,1532.2,3603.1
9,16,1961,1968,3741,1876.5,1876.5,3741
9,16,1960,1967,3602.4,1642.7,1642.7,3602.4
9,16,1959,1966,3699.5,1376.5,1376.5,3699.5
9,16,1958,1965,3542.6,1398.3,1398.3,3542.6
9,16,1957,1964,3764.1,1733.6,1733.6,3764.1
9,16,1956,1963,3675.7,1795,1795,3675.7
9,16,1955,1962,3666.6,1797.5,1797.5,3666.6
9,16,1954,1961,3453.3,1667.3,1667.3,3453.3
9,16,1953,1960,3591.6,1728,1728,3591.6
9,16,1952,1959,3630.6,1912,1912,3630.6
9,16,1951,1958,3595.5,1830.8,1830.8,3595.5
9,16,1950,1957,3549.2,1659.4,1659.4,3549.2
9,16,1949,1956,3479.2,1749.3,1749.3,3479.2
9,16,1948,1955,3560.7,2120.6,2120.6,3560.7
9,16,1947,1954,3453,1987,1987,3453
